IQ-TREE multicore version 2.0.3 for Linux 64-bit built Dec 20 2020
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor,
Heiko Schmidt, Dominik Schrempf, Michael Woodhams.

Host:    fat02 (AVX512, FMA3, 3023 GB RAM)
Command: iqtree -s virus5_rdrp.mafft.trimal.fasta -T auto -m MFP -b 1000 -redo
Seed:    313020 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Mon Aug 14 20:27:28 2023
Kernel:  AVX+FMA - auto-detect threads (96 CPU cores detected)

Reading alignment file virus5_rdrp.mafft.trimal.fasta ... Fasta format detected
Alignment most likely contains protein sequences
Alignment has 12 sequences with 715 columns, 607 distinct patterns
421 parsimony-informative, 167 singleton sites, 127 constant sites
WARNING: Some sequence names are changed as follows:
YP_009225665.1[Panax_notoginseng_virus_A] -> YP_009225665.1_Panax_notoginseng_virus_A_
AWX94599.1_[Panax_notoginseng_virus_B] -> AWX94599.1__Panax_notoginseng_virus_B_
QFS21891.1[Taro-associated_totivirus_L] -> QFS21891.1_Taro-associated_totivirus_L_
AOX47549.1[Pterostylis_sanguinea_totivirus_A] -> AOX47549.1_Pterostylis_sanguinea_totivirus_A_
AOX47551.1[Pterostylis_sanguinea_totivirus_A] -> AOX47551.1_Pterostylis_sanguinea_totivirus_A_
UUY86183.1[Loquat_associated_totivirus_1] -> UUY86183.1_Loquat_associated_totivirus_1_
UVG55946.1[Poaceae_Liege_totivirus_14] -> UVG55946.1_Poaceae_Liege_totivirus_14_
WEL36415.1[Bursera_graveolens_associated_totivirus_1] -> WEL36415.1_Bursera_graveolens_associated_totivirus_1_
YP_009507835.1[Xanthophyllomyces_dendrorhous_virus_L1B] -> YP_009507835.1_Xanthophyllomyces_dendrorhous_virus_L1B_
YP_001497151.1[Black_raspberry_virus_F] -> YP_001497151.1_Black_raspberry_virus_F_
NP_620495.1[Saccharomyces_cerevisiae_virus_L-A] -> NP_620495.1_Saccharomyces_cerevisiae_virus_L-A_

                                                         Gap/Ambiguity  Composition  p-value
   1  virus5_rdrp                                               21.96%    passed     91.23%
   2  YP_009225665.1_Panax_notoginseng_virus_A_                  0.00%    passed     99.36%
   3  AWX94599.1__Panax_notoginseng_virus_B_                     0.00%    passed     99.88%
   4  QFS21891.1_Taro-associated_totivirus_L_                    0.00%    passed     97.40%
   5  AOX47549.1_Pterostylis_sanguinea_totivirus_A_              4.34%    passed     99.49%
   6  AOX47551.1_Pterostylis_sanguinea_totivirus_A_              3.08%    passed     97.59%
   7  UUY86183.1_Loquat_associated_totivirus_1_                  0.00%    passed     33.88%
   8  UVG55946.1_Poaceae_Liege_totivirus_14_                     0.28%    passed     99.90%
   9  WEL36415.1_Bursera_graveolens_associated_totivirus_1_      0.00%    passed     82.36%
  10  YP_009507835.1_Xanthophyllomyces_dendrorhous_virus_L1B_    3.92%    passed     72.31%
  11  YP_001497151.1_Black_raspberry_virus_F_                    0.00%    passed     99.59%
  12  NP_620495.1_Saccharomyces_cerevisiae_virus_L-A_            2.94%    passed     56.92%
****  TOTAL                                                      3.04%  0 sequences failed composition chi2 test (p-value<5%; df=19)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.002 seconds
Measuring multi-threading efficiency up to 96 CPU cores
Increase to 10 rounds for branch lengths
758 trees examined
Threads: 1 / Time: 96.071 sec / Speedup: 1.000 / Efficiency: 100% / LogL: -13557
Threads: 2 / Time: 78.559 sec / Speedup: 1.223 / Efficiency: 61% / LogL: -13557
Threads: 3 / Time: 77.542 sec / Speedup: 1.239 / Efficiency: 41% / LogL: -13557
BEST NUMBER OF THREADS: 2

Perform fast likelihood tree search using LG+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -13204.388
Optimal log-likelihood: -13204.283
Proportion of invariable sites: 0.081
Gamma shape alpha: 0.802
Parameters optimization took 1 rounds (0.032 sec)
Time for fast ML tree search: 0.258 seconds

NOTE: ModelFinder requires 11 MB RAM!
ModelFinder will test up to 546 protein models (sample size: 715) ...
 No. Model         -LnL         df  AIC          AICc         BIC
Computing log-likelihood of 95 initial trees ... 0.710 seconds
Current best score: -13120.783

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13109.853
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 3: -13104.986
Iteration 10 / LogL: -13110.141 / Time: 0h:0m:2s
Iteration 20 / LogL: -13105.176 / Time: 0h:0m:3s
Finish initializing candidate tree set (5)
Current best tree score: -13104.986 / CPU time: 2.917
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13109.994 / Time: 0h:0m:4s (0h:0m:10s left)
Iteration 40 / LogL: -13110.108 / Time: 0h:0m:5s (0h:0m:8s left)
Iteration 50 / LogL: -13109.928 / Time: 0h:0m:6s (0h:0m:6s left)
Iteration 60 / LogL: -13105.055 / Time: 0h:0m:7s (0h:0m:5s left)
Iteration 70 / LogL: -13110.092 / Time: 0h:0m:8s (0h:0m:3s left)
Iteration 80 / LogL: -13105.301 / Time: 0h:0m:9s (0h:0m:2s left)
Iteration 90 / LogL: -13105.009 / Time: 0h:0m:10s (0h:0m:1s left)
Iteration 100 / LogL: -13105.001 / Time: 0h:0m:11s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 104 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13104.986
Optimal log-likelihood: -13104.983
Gamma shape alpha: 0.553
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -13104.983
Total tree length: 10.181

Total number of iterations: 104
CPU time used for tree search: 23.237 sec (0h:0m:23s)
Wall-clock time used for tree search: 11.746 sec (0h:0m:11s)
Total CPU time used: 23.640 sec (0h:0m:23s)
Total wall-clock time used: 11.949 sec (0h:0m:11s)

===> START BOOTSTRAP REPLICATE NUMBER 910

Creating bootstrap alignment (seed: 313929)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13499.804
2. Current log-likelihood: -13297.187
3. Current log-likelihood: -13290.141
4. Current log-likelihood: -13289.957
Optimal log-likelihood: -13289.940
Gamma shape alpha: 0.629
Parameters optimization took 4 rounds (0.130 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13274.058
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.124 second
Computing log-likelihood of 97 initial trees ... 0.750 seconds
Current best score: -13274.058

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13274.044
Iteration 10 / LogL: -13274.078 / Time: 0h:0m:2s
Iteration 20 / LogL: -13313.689 / Time: 0h:0m:3s
Finish initializing candidate tree set (3)
Current best tree score: -13274.044 / CPU time: 3.762
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13274.077 / Time: 0h:0m:5s (0h:0m:12s left)
Iteration 40 / LogL: -13284.393 / Time: 0h:0m:6s (0h:0m:10s left)
Iteration 50 / LogL: -13274.233 / Time: 0h:0m:7s (0h:0m:7s left)
Iteration 60 / LogL: -13285.465 / Time: 0h:0m:8s (0h:0m:6s left)
Iteration 70 / LogL: -13281.301 / Time: 0h:0m:9s (0h:0m:4s left)
Iteration 80 / LogL: -13284.362 / Time: 0h:0m:10s (0h:0m:2s left)
Iteration 90 / LogL: -13284.338 / Time: 0h:0m:12s (0h:0m:1s left)
Iteration 100 / LogL: -13288.824 / Time: 0h:0m:13s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:13s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13274.044
Optimal log-likelihood: -13274.043
Gamma shape alpha: 0.622
Parameters optimization took 1 rounds (0.021 sec)
BEST SCORE FOUND : -13274.043
Total tree length: 9.801

Total number of iterations: 102
CPU time used for tree search: 26.722 sec (0h:0m:26s)
Wall-clock time used for tree search: 13.471 sec (0h:0m:13s)
Total CPU time used: 27.150 sec (0h:0m:27s)
Total wall-clock time used: 13.687 sec (0h:0m:13s)

===> START BOOTSTRAP REPLICATE NUMBER 911

Creating bootstrap alignment (seed: 313930)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13494.109
2. Current log-likelihood: -13271.529
3. Current log-likelihood: -13262.638
4. Current log-likelihood: -13262.534
Optimal log-likelihood: -13262.524
Gamma shape alpha: 0.585
Parameters optimization took 4 rounds (0.126 sec)
Computing ML distances based on estimated model parameters... 0.017 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13242.751
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.121 second
Computing log-likelihood of 96 initial trees ... 0.789 seconds
Current best score: -13242.751

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13242.573
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 4: -13240.979
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 6: -13235.799
Iteration 10 / LogL: -13251.962 / Time: 0h:0m:2s
Iteration 20 / LogL: -13245.639 / Time: 0h:0m:3s
Finish initializing candidate tree set (8)
Current best tree score: -13235.799 / CPU time: 3.321
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13242.534 / Time: 0h:0m:4s (0h:0m:12s left)
Iteration 40 / LogL: -13243.921 / Time: 0h:0m:5s (0h:0m:9s left)
Iteration 50 / LogL: -13242.629 / Time: 0h:0m:6s (0h:0m:7s left)
Iteration 60 / LogL: -13243.404 / Time: 0h:0m:7s (0h:0m:5s left)
Iteration 70 / LogL: -13235.886 / Time: 0h:0m:8s (0h:0m:4s left)
Iteration 80 / LogL: -13236.764 / Time: 0h:0m:9s (0h:0m:3s left)
Iteration 90 / LogL: -13241.765 / Time: 0h:0m:10s (0h:0m:1s left)
Iteration 100 / LogL: -13242.139 / Time: 0h:0m:12s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 107 ITERATIONS / Time: 0h:0m:12s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13235.799
Optimal log-likelihood: -13235.798
Gamma shape alpha: 0.594
Parameters optimization took 1 rounds (0.021 sec)
BEST SCORE FOUND : -13235.798
Total tree length: 9.548

Total number of iterations: 107
CPU time used for tree search: 24.891 sec (0h:0m:24s)
Wall-clock time used for tree search: 12.555 sec (0h:0m:12s)
Total CPU time used: 25.312 sec (0h:0m:25s)
Total wall-clock time used: 12.767 sec (0h:0m:12s)

===> START BOOTSTRAP REPLICATE NUMBER 912

Creating bootstrap alignment (seed: 313931)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13454.490
2. Current log-likelihood: -13248.800
3. Current log-likelihood: -13240.362
4. Current log-likelihood: -13240.117
Optimal log-likelihood: -13240.102
Gamma shape alpha: 0.611
Parameters optimization took 4 rounds (0.135 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13280.611
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.124 second
Computing log-likelihood of 90 initial trees ... 0.724 seconds
Current best score: -13240.102

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13236.142
Iteration 10 / LogL: -13236.178 / Time: 0h:0m:2s
Iteration 20 / LogL: -13237.558 / Time: 0h:0m:3s
Finish initializing candidate tree set (2)
Current best tree score: -13236.142 / CPU time: 3.191
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13236.185 / Time: 0h:0m:4s (0h:0m:11s left)
Iteration 40 / LogL: -13236.148 / Time: 0h:0m:5s (0h:0m:9s left)
Iteration 50 / LogL: -13236.177 / Time: 0h:0m:6s (0h:0m:7s left)
UPDATE BEST LOG-LIKELIHOOD: -13236.142
Iteration 60 / LogL: -13237.487 / Time: 0h:0m:7s (0h:0m:5s left)
Iteration 70 / LogL: -13236.276 / Time: 0h:0m:8s (0h:0m:3s left)
Iteration 80 / LogL: -13236.149 / Time: 0h:0m:9s (0h:0m:2s left)
Iteration 90 / LogL: -13251.471 / Time: 0h:0m:10s (0h:0m:1s left)
Iteration 100 / LogL: -13236.148 / Time: 0h:0m:11s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13236.142
Optimal log-likelihood: -13236.140
Gamma shape alpha: 0.617
Parameters optimization took 1 rounds (0.020 sec)
BEST SCORE FOUND : -13236.140
Total tree length: 9.722

Total number of iterations: 102
CPU time used for tree search: 23.376 sec (0h:0m:23s)
Wall-clock time used for tree search: 11.795 sec (0h:0m:11s)
Total CPU time used: 23.821 sec (0h:0m:23s)
Total wall-clock time used: 12.019 sec (0h:0m:12s)

===> START BOOTSTRAP REPLICATE NUMBER 913

Creating bootstrap alignment (seed: 313932)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13162.931
2. Current log-likelihood: -13001.674
3. Current log-likelihood: -12996.522
Optimal log-likelihood: -12996.421
Gamma shape alpha: 0.692
Parameters optimization took 3 rounds (0.103 sec)
Computing ML distances based on estimated model parameters... 0.016 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13041.916
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.117 second
Computing log-likelihood of 96 initial trees ... 0.672 seconds
Current best score: -12996.421

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -12989.947
Iteration 10 / LogL: -12990.020 / Time: 0h:0m:1s
Iteration 20 / LogL: -12990.067 / Time: 0h:0m:3s
Finish initializing candidate tree set (2)
Current best tree score: -12989.947 / CPU time: 2.896
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13002.525 / Time: 0h:0m:3s (0h:0m:9s left)
Iteration 40 / LogL: -13002.391 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -13011.668 / Time: 0h:0m:5s (0h:0m:5s left)
Iteration 60 / LogL: -12998.116 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -13002.269 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -12997.814 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -13002.363 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -12997.815 / Time: 0h:0m:11s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -12989.947
Optimal log-likelihood: -12989.946
Gamma shape alpha: 0.698
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -12989.946
Total tree length: 8.064

Total number of iterations: 102
CPU time used for tree search: 22.182 sec (0h:0m:22s)
Wall-clock time used for tree search: 11.195 sec (0h:0m:11s)
Total CPU time used: 22.549 sec (0h:0m:22s)
Total wall-clock time used: 11.379 sec (0h:0m:11s)

===> START BOOTSTRAP REPLICATE NUMBER 914

Creating bootstrap alignment (seed: 313933)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13425.232
2. Current log-likelihood: -13217.021
3. Current log-likelihood: -13209.196
4. Current log-likelihood: -13208.999
Optimal log-likelihood: -13208.984
Gamma shape alpha: 0.610
Parameters optimization took 4 rounds (0.125 sec)
Computing ML distances based on estimated model parameters... 0.017 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13189.791
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.125 second
Computing log-likelihood of 96 initial trees ... 0.676 seconds
Current best score: -13189.791

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13170.034
UPDATE BEST LOG-LIKELIHOOD: -13170.033
Iteration 10 / LogL: -13170.162 / Time: 0h:0m:2s
Iteration 20 / LogL: -13170.167 / Time: 0h:0m:3s
Finish initializing candidate tree set (2)
Current best tree score: -13170.033 / CPU time: 3.013
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13174.092 / Time: 0h:0m:4s (0h:0m:9s left)
Iteration 40 / LogL: -13170.393 / Time: 0h:0m:5s (0h:0m:7s left)
UPDATE BEST LOG-LIKELIHOOD: -13170.029
Iteration 50 / LogL: -13174.120 / Time: 0h:0m:6s (0h:0m:6s left)
Iteration 60 / LogL: -13170.138 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -13170.063 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -13170.033 / Time: 0h:0m:9s (0h:0m:2s left)
Iteration 90 / LogL: -13176.535 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -13176.946 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13170.029
Optimal log-likelihood: -13170.027
Gamma shape alpha: 0.604
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -13170.027
Total tree length: 9.101

Total number of iterations: 102
CPU time used for tree search: 21.487 sec (0h:0m:21s)
Wall-clock time used for tree search: 10.854 sec (0h:0m:10s)
Total CPU time used: 21.875 sec (0h:0m:21s)
Total wall-clock time used: 11.050 sec (0h:0m:11s)

===> START BOOTSTRAP REPLICATE NUMBER 915

Creating bootstrap alignment (seed: 313934)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13715.726
2. Current log-likelihood: -13489.340
3. Current log-likelihood: -13479.516
4. Current log-likelihood: -13479.270
Optimal log-likelihood: -13479.256
Gamma shape alpha: 0.592
Parameters optimization took 4 rounds (0.141 sec)
Computing ML distances based on estimated model parameters... 0.016 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13500.136
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.116 second
Computing log-likelihood of 96 initial trees ... 0.697 seconds
Current best score: -13479.256

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13471.444
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 3: -13468.474
Iteration 10 / LogL: -13475.345 / Time: 0h:0m:2s
Iteration 20 / LogL: -13474.314 / Time: 0h:0m:3s
Finish initializing candidate tree set (7)
Current best tree score: -13468.474 / CPU time: 2.935
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13474.513 / Time: 0h:0m:4s (0h:0m:10s left)
Iteration 40 / LogL: -13475.085 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -13475.104 / Time: 0h:0m:5s (0h:0m:6s left)
Iteration 60 / LogL: -13482.561 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -13468.706 / Time: 0h:0m:7s (0h:0m:3s left)
UPDATE BEST LOG-LIKELIHOOD: -13468.474
Iteration 80 / LogL: -13468.498 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -13483.290 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -13474.280 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 104 ITERATIONS / Time: 0h:0m:10s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13468.474
Optimal log-likelihood: -13468.473
Gamma shape alpha: 0.586
